OBID,Latitude,Longitud,Date,Water Level,Flow Rate,Trash,State,Country
755,34.420917,-119.670476,1/26/11 11:54,Some,Fast,Some,California,US
756,34.420859,-119.670474,1/26/11 11:53,Some,Fast,None,California,US
757,38.684014,-121.83643,1/25/11 17:39,Some,Slow,Some,California,US
758,38.974848,-123.104156,1/25/11 14:53,Some,Fast,None,California,US
759,38.972937,-123.108135,1/25/11 14:44,Some,Slow,None,California,US
760,34.148502,-118.631014,1/24/11 19:27,Some,Still,A lot,California,US
761,34.147726,-121.83643,1/24/11 19:24,Some,Slow,A lot,California,US
762,37.247265,-121.965171,1/23/11 12:06,Some,Fast,None,California,US
763,35.245513,-120.642064,1/22/11 18:29,Some,Fast,Some,California,US
764,34.041498,-118.229107,1/21/11 15:36,Some,Slow,None,California,US
765,34.148096,-118.630765,1/18/11 19:26,Some,Slow,A lot,California,US
766,37.221794,-121.876511,1/16/11 20:09,Some,Slow,Some,California,US
767,34.055934,-118.691926,1/16/11 17:44,Some,Fast,None,California,US
768,37.213267,-121.728242,1/16/11 16:55,Full,Fast,None,California,US
769,34.126142,-118.311689,1/15/11 16:32,Some,Slow,None,California,US
770,37.315876,-122.064167,1/14/11 19:32,Full,Fast,None,California,US
771,38.922042,-122.594658,1/14/11 19:01,Full,Still,Some,California,US
772,37.22173,-121.876245,12/1/11 18:39,Some,Slow,Some,California,US
773,37.439632,-122.179931,12/19/10 16:51,Full,Fast,None,California,US
774,37.439664,-122.179929,10/1/11 19:05,Some,Fast,Some,California,US
775,34.051769,-118.692034,8/1/11 19:52,Full,Slow,Some,California,US
776,38.912556,-121.040889,8/1/11 16:19,Full,Fast,None,California,US
777,32.806921,-117.194192,7/1/11 12:26,Some,Slow,Some,California,US
778,32.811026,-117.196585,7/1/11 12:14,Some,Slow,A lot,California,US
779,37.221844,-121.876486,5/1/11 19:15,Some,Slow,Some,California,US
780,37.389474,-121.829328,1/1/11 18:13,Some,Fast,Some,California,US
781,37.274335,-121.974096,1/1/11 16:30,Some,Slow,Some,California,US
782,37.277148,-121.83643,1/1/11 16:24,Some,Slow,None,California,US
783,38.002429,-122.70836,12/31/10 18:10,Full,Fast,None,California,US
784,38.001203,-122.70843,12/31/10 18:18,Full,Fast,None,California,US
785,32.848399,-116.806499,12/30/10 19:34,Dry,Fast,None,California,US
786,37.21871,-121.985987,12/26/10 16:03,Full,Fast,A lot,California,US
787,37.221826,-121.876498,12/24/10 11:10,Some,Slow,Some,California,US
788,34.147308,-118.630339,12/23/10 17:44,Some,Slow,A lot,California,US
789,37.494614,-122.223094,12/23/10 18:23,Full,Slow,None,California,US
790,34.428129,-119.726784,12/23/10 11:55,Some,Fast,None,California,US
791,38.519779,-121.523577,12/21/10 19:41,Full,Fast,Some,California,US
792,37.257735,-122.036005,12/21/10 18:29,Some,Fast,None,California,US
793,39.179793,-120.850991,12/21/10 17:36,Some,Slow,None,California,US
794,37.257511,-122.036454,12/20/10 19:46,Full,Fast,Some,California,US
795,37.43962,-122.179993,12/20/10 18:43,Full,Fast,None,California,US
796,37.882471,-122.302135,12/20/10 12:42,Some,Fast,None,California,US
797,37.221899,-121.876349,10/12/10 17:02,Some,Slow,Some,California,US
798,38.683949,-121.83643,12/19/10 19:19,Full,Fast,Some,California,US
799,38.68395,-121.271725,12/19/10 19:18,Full,Fast,Some,California,US
800,38.683854,-121.272624,12/19/10 19:13,Full,Fast,Some,California,US
801,37.31726,-121.854981,12/19/10 13:18,Some,Fast,None,California,US
802,37.287623,-121.876978,12/19/10 12:54,Some,Fast,None,California,US
803,37.287613,-121.876956,12/19/10 12:52,Some,Fast,None,California,US
804,38.683886,-121.319618,12/19/10 12:47,Full,Fast,Some,California,US
805,37.199464,-121.83643,12/19/10 12:10,Some,Fast,None,California,US
806,37.285264,-121.882527,12/19/10 12:46,Some,Fast,None,California,US
807,38.684365,-121.319723,12/19/10 12:12,Full,Fast,Some,California,US
808,37.373196,-121.932836,12/19/10 12:11,Full,Fast,Some,California,US
809,37.201177,-121.829532,12/19/10 12:06,Some,Slow,None,California,US
810,37.257467,-122.036433,12/18/10 18:15,Some,Fast,Some,California,US
811,37.221861,-121.876476,12/16/10 18:06,Some,Slow,Some,California,US
812,34.09093,-118.720637,12/15/10 18:26,Some,Fast,Some,California,US
813,32.59662,-117.020197,12/15/10 12:06,Some,Slow,A lot,California,US
814,38.653008,-121.332084,12/13/10 17:52,Dry,No Water,A lot,California,US
815,37.227145,-121.751469,12/12/10 14:36,Full,Fast,None,California,US
816,37.232685,-121.973999,12/12/10 10:45,Some,Fast,None,California,US
817,37.782288,-121.226181,11/12/10 20:20,Full,Fast,None,California,US
818,38.980265,-122.828393,10/12/10 18:09,Dry,No Water,None,California,US
819,37.213288,-121.728175,10/12/10 14:30,Full,Fast,None,California,US
820,37.183754,-121.701761,11/24/10 16:23,Full,Fast,None,California,US
821,37.217546,-121.734236,10/12/10 14:38,Full,Slow,Some,California,US
822,38.418264,-121.394589,10/12/10 16:57,Some,Slow,None,California,US
823,37.217022,-121.734483,10/12/10 14:37,Full,Slow,None,California,US
824,37.221727,-121.876479,8/12/10 18:29,Some,Slow,Some,California,US
825,37.439661,-122.179982,6/12/10 19:55,Some,Fast,None,California,US
826,37.257149,-122.036648,6/12/10 11:26,Some,Fast,None,California,US
827,37.731135,-122.161179,6/12/10 11:26,Some,Slow,A lot,California,US
828,34.064862,-118.698781,4/12/10 19:30,Some,Fast,Some,California,US
829,37.221832,-121.876514,3/12/10 19:56,Some,Still,Some,California,US
830,33.489614,-121.83643,2/12/10 19:16,Some,Slow,Some,California,US
831,38.683881,-121.272583,1/12/10 17:50,Some,Slow,Some,California,US
832,38.683883,-121.272592,1/12/10 17:46,Some,Slow,Some,California,US
833,38.679418,-121.83643,1/12/10 17:35,Some,Slow,Some,California,US
834,38.684589,-121.275274,1/12/10 17:31,Some,Slow,None,California,US
835,37.439441,-122.1799,11/30/10 19:43,Some,Slow,None,California,US
836,38.640276,-121.219001,11/28/10 12:26,Full,Fast,None,California,US
837,38.884533,-120.039665,11/28/10 11:30,Some,Still,None,California,US
838,38.684687,-121.272978,11/27/10 16:22,Some,Fast,Some,California,US
839,38.683862,-121.272138,11/27/10 16:21,Some,Fast,Some,California,US
840,38.683964,-121.2727,11/27/10 16:19,Some,Fast,Some,California,US
841,38.683968,-121.272712,11/27/10 16:18,Some,Fast,Some,California,US
842,33.74223,-118.382873,11/26/10 19:17,Dry,No Water,Some,California,US
843,32.217506,-111.129685,11/26/10 17:42,Full,Fast,None,California,US
844,37.175751,-121.839616,11/26/10 17:36,Dry,No Water,None,California,US
845,37.17382,-121.836176,11/26/10 17:23,Dry,No Water,None,California,US
846,37.221759,-121.876467,11/25/10 19:31,Some,Slow,A lot,California,US
847,37.565624,-121.993307,11/25/10 18:14,Some,Slow,None,California,US
848,37.565542,-121.994214,11/25/10 18:11,Some,Slow,None,California,US
849,37.565328,-121.996848,11/25/10 18:06,Full,Slow,None,California,US
850,33.981988,-118.422691,11/24/10 13:01,Full,Slow,None,California,US
851,33.98287,-118.421663,11/24/10 12:56,Full,Slow,None,California,US
852,38.683862,-121.83643,11/23/10 18:01,Some,Slow,Some,California,US
853,38.683892,-121.272623,11/23/10 17:58,Some,Slow,Some,California,US
854,38.683818,-121.2726,11/23/10 17:56,Some,Slow,Some,California,US
855,38.684273,-121.275181,11/23/10 17:42,Some,Slow,Some,California,US
856,38.684117,-121.275367,11/23/10 17:38,Some,Fast,None,California,US
857,38.392617,-121.472039,11/22/10 18:33,Some,Still,Some,California,US
858,37.257029,-122.036503,11/22/10 18:27,Some,Fast,None,California,US
859,37.334109,-121.867392,11/22/10 12:46,Full,Slow,A lot,California,US
860,37.731912,-122.160789,11/21/10 18:03,Full,Slow,A lot,California,US
861,38.909355,-120.997289,11/21/10 13:29,Full,Fast,None,California,US
862,38.915373,-121.007061,11/21/10 11:37,Full,Fast,None,California,US
863,37.413364,-122.073803,11/21/10 12:42,Full,Slow,A lot,California,US
864,37.455015,-121.916955,11/20/10 20:52,Full,Fast,A lot,California,US
865,37.439589,-122.180028,11/20/10 13:19,Some,Fast,Some,California,US
866,38.684198,-121.271674,11/20/10 12:37,Some,Fast,Some,California,US
867,38.684015,-121.272595,11/20/10 12:34,Some,Fast,Some,California,US
868,38.68389,-121.272683,11/20/10 12:32,Some,Fast,Some,California,US
869,38.68389,-121.272683,11/20/10 12:31,Some,Fast,Some,California,US
870,38.684042,-121.275476,11/20/10 12:26,Some,Fast,None,California,US
871,38.683991,-121.83643,11/20/10 12:25,Some,Fast,None,California,US
872,37.422666,-121.976192,11/20/10 11:32,Full,Slow,Some,California,US
873,37.3732,-121.932937,11/20/10 10:51,Full,Slow,None,California,US
874,37.280908,-122.11846,8/25/10 10:39,Some,Slow,None,California,US
875,37.280391,-122.119026,8/25/10 10:37,Some,Slow,None,California,US
876,37.280227,-122.119581,8/25/10 10:19,Some,Slow,None,California,US
877,37.186118,-121.774942,8/20/10 20:05,Some,Slow,None,California,US
878,37.187016,-121.775136,8/20/10 20:04,Some,Slow,None,California,US
879,37.332904,-121.889811,8/20/10 17:21,Some,Slow,A lot,California,US
880,37.234092,-121.870283,8/20/10 16:19,Some,Fast,None,California,US
881,37.238103,-121.871272,8/20/10 16:09,Some,Fast,Some,California,US
882,37.242485,-121.873192,8/20/10 14:52,Some,Still,Some,California,US
883,37.212173,-121.833125,8/13/10 16:48,Some,Slow,None,California,US
884,37.222996,-121.853712,8/13/10 16:39,Full,Fast,None,California,US
885,37.222915,-121.83643,8/13/10 16:39,Some,Still,None,California,US
886,37.222949,-121.853744,8/13/10 16:38,Full,Fast,None,California,US
887,37.212147,-121.833226,12/8/10 23:15,Full,Fast,None,California,US
888,37.222769,-121.853062,10/8/10 12:46,Full,Fast,None,CA,USA
889,37.223056,-121.853768,10/8/10 12:43,Full,Slow,Some,CA,USA
890,37.223024,-121.853808,10/8/10 12:43,Full,Slow,Some,CA,USA
891,37.452679,-121.925181,9/8/10 19:03,Full,Slow,None,CA,USA
892,37.367788,-121.880554,9/8/10 18:03,Some,Slow,Some,CA,USA
893,37.384184,-121.907031,9/8/10 16:53,Some,Slow,Some,CA,USA
894,37.395246,-121.915037,9/8/10 16:00,Full,Slow,Some,CA,USA
895,37.332721,-121.897872,9/8/10 15:45,Full,Slow,A lot,CA,USA
896,37.330167,-121.83643,9/8/10 15:39,Some,Fast,Some,CA,USA
897,37.328951,-121.892779,9/8/10 15:32,Full,Slow,Some,CA,USA
898,37.32822,-121.891664,9/8/10 15:28,Full,Slow,Some,CA,USA
899,37.303875,-121.882285,8/8/10 18:58,Some,Slow,None,CA,USA
900,37.304004,-121.882278,8/8/10 18:56,Some,Slow,None,CA,USA
901,37.490274,-121.950887,8/8/10 16:54,Full,Slow,Some,CA,USA
902,37.57833,-121.968027,8/8/10 15:20,Full,Fast,None,CA,USA
903,37.589366,-122.001587,8/8/10 14:15,Some,Still,Some,CA,USA
904,37.606715,-121.83643,8/8/10 14:08,Some,Still,Some,CA,USA
905,37.678801,-122.076788,8/8/10 13:09,Full,Slow,A lot,CA,USA
906,37.679188,-122.076854,8/8/10 13:07,Full,Slow,A lot,CA,USA
907,37.274117,-121.83643,7/23/10 10:17,Dry,No Water,Some,California,US
908,37.27403,-121.974213,7/23/10 10:15,Some,Still,Some,California,US
